Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,,
28.62,6.44,17.533,0,-0.105,-0.005,-0.169,,,,,,,,
28.64,6.239,17.066,0,-0.091,-0.005,-0.171,,,,,,,,
28.66,6.567,17.838,0,-0.113,-0.005,-0.175,,,,,,,,
28.68,6.385,17.308,0,-0.101,-0.005,-0.175,,,,,,,,
28.7,6.25,17.087,0,-0.091,-0.005,-0.178,,,,,,,,
28.72,6.586,17.772,0,-0.114,-0.005,-0.18,,,,,,,,
28.74,6.406,17.35,0,-0.101,-0.005,-0.182,,,,,,,,
28.76,6.263,17.009,0,-0.091,-0.005,-0.183,,,,,,,,
28.78,6.603,17.804,0,-0.114,-0.005,-0.187,,,,,,,,
28.8,6.418,17.269,0,-0.101,-0.005,-0.187,,,,,,,,
28.82,6.28,17.04,0,-0.091,-0.005,-0.19,,,,,,,,
28.84,6.615,17.721,0,-0.114,-0.005,-0.192,,,,,,,,
28.86,4.622,17.062,-0.026,-0.101,-0.007,-0.194,,,,,,,,
28.88,3.562,16.612,-0.041,-0.091,-0.007,-0.196,,,,,,,,
28.9,4.968,16.641,-0.018,-0.087,-0.007,-0.197,,,,,,,,
28.92,5.878,16.704,-0.004,-0.087,-0.007,-0.199,,,,,,,,
28.94,6.169,16.715,0,-0.087,-0.007,-0.201,,,,,,,,
28.96,6.585,17.629,0.001,-0.114,-0.007,-0.204,,,,,,,,
28.98,4.566,16.869,-0.026,-0.101,-0.009,-0.204,,,,,,,,
29,3.101,15.586,-0.041,-0.065,-0.009,-0.206,,,,,,,,
29.02,5.062,16.92,-0.018,-0.1,-0.009,-0.209,,,,,,,,
29.04,6.326,17.741,-0.004,-0.123,-0.009,-0.211,,,,,,,,
29.06,6.345,17.169,0,-0.105,-0.009,-0.213,,,,,,,,
29.08,5.789,15.79,0.001,-0.065,-0.009,-0.213,,,,,,,,
29.1,3.678,14.934,-0.026,-0.046,-0.01,-0.215,,,,,,,,
29.12,3.451,16.41,-0.041,-0.095,-0.01,-0.218,,,,,,,,
29.14,4.932,16.506,-0.018,-0.097,-0.01,-0.218,,,,,,,,
29.16,5.382,15.582,-0.004,-0.065,-0.01,-0.22,,,,,,,,
29.18,5.797,15.855,0,-0.074,-0.01,-0.222,,,,,,,,
29.2,5.957,16.113,0.001,-0.083,-0.01,-0.223,,,,,,,,
29.22,5.985,16.192,0,-0.087,-0.01,-0.225,,,,,,,,
29.24,5.979,16.176,0,-0.088,-0.01,-0.227,,,,,,,,
29.26,4.547,16.832,-0.026,-0.114,-0.012,-0.23,,,,,,,,
29.28,3.447,16.19,-0.041,-0.102,-0.012,-0.23,,,,,,,,
29.3,3.983,14.245,-0.018,-0.038,-0.012,-0.23,,,,,,,,
29.32,5.202,15.067,-0.004,-0.059,-0.012,-0.234,,,,,,,,
29.34,6.162,16.51,0,-0.105,-0.012,-0.236,,,,,,,,
29.36,6.123,16.34,0.001,-0.101,-0.012,-0.237,,,,,,,,
29.38,5.965,16.019,0,-0.092,-0.012,-0.239,,,,,,,,
29.4,6.275,16.782,0,-0.114,-0.012,-0.243,,,,,,,,
29.42,6.463,17.155,0,-0.128,-0.012,-0.244,,,,,,,,
29.44,5.75,15.484,0,-0.079,-0.012,-0.244,,,,,,,,
29.46,5.732,15.503,0,-0.077,-0.012,-0.248,,,,,,,,
29.48,6.204,16.473,0,-0.109,-0.012,-0.25,,,,,,,,
29.5,6.08,16.164,0,-0.101,-0.012,-0.251,,,,,,,,
29.52,6.334,16.769,0,-0.118,-0.012,-0.255,,,,,,,,
29.54,6.1,16.12,0,-0.102,-0.012,-0.255,,,,,,,,
29.56,5.946,15.851,0,-0.091,-0.012,-0.258,,,,,,,,
29.58,6.278,16.519,0,-0.113,-0.012,-0.26,,,,,,,,
29.6,6.097,16.088,0,-0.101,-0.012,-0.262,,,,,,,,
29.62,5.953,15.736,0,-0.091,-0.012,-0.264,,,,,,,,
29.64,5.903,15.584,0,-0.087,-0.012,-0.265,,,,,,,,
29.66,5.897,15.528,0,-0.087,-0.012,-0.267,,,,,,,,
29.68,6.29,16.429,0,-0.113,-0.012,-0.271,,,,,,,,
29.7,6.501,16.837,0,-0.128,-0.012,-0.272,,,,,,,,
29.72,6.177,16.098,0,-0.105,-0.012,-0.274,,,,,,,,
29.74,5.974,15.617,0,-0.091,-0.012,-0.276,,,,,,,,
29.76,5.912,15.439,0,-0.087,-0.012,-0.278,,,,,,,,
29.78,5.908,15.387,0,-0.086,-0.012,-0.279,,,,,,,,
29.8,5.917,15.359,0,-0.087,-0.012,-0.281,,,,,,,,
29.82,4.109,15.089,-0.026,-0.087,-0.014,-0.283,,,,,,,,
29.84,3.582,15.876,-0.041,-0.114,-0.014,-0.286,,,,,,,,
29.86,5.245,16.446,-0.018,-0.128,-0.014,-0.288,,,,,,,,
29.88,5.833,15.81,-0.004,-0.105,-0.014,-0.29,,,,,,,,
29.9,5.912,15.36,0,-0.091,-0.014,-0.292,,,,,,,,
29.92,5.872,15.182,0.001,-0.087,-0.014,-0.293,,,,,,,,
29.94,6.227,16.059,0,-0.113,-0.014,-0.297,,,,,,,,
29.96,6.422,16.47,0,-0.127,-0.014,-0.299,,,,,,,,
29.98,4.281,15.497,-0.026,-0.105,-0.016,-0.3,,,,,,,,
30,3.16,14.908,-0.041,-0.091,-0.016,-0.302,,,,,,,,
30.02,4.553,14.898,-0.018,-0.087,-0.016,-0.304,,,,,,,,
30.04,5.851,15.885,-0.004,-0.113,-0.016,-0.307,,,,,,,,
30.06,5.96,15.398,0,-0.101,-0.016,-0.307,,,,,,,,
30.08,5.841,15.16,0.001,-0.091,-0.016,-0.311,,,,,,,,
30.1,6.142,15.822,0,-0.114,-0.016,-0.312,,,,,,,,
30.12,5.938,15.384,0,-0.101,-0.016,-0.314,,,,,,,,
30.14,6.174,15.966,0,-0.117,-0.016,-0.318,,,,,,,,
30.16,5.94,15.325,0,-0.101,-0.016,-0.318,,,,,,,,
30.18,5.788,15.066,0,-0.091,-0.016,-0.321,,,,,,,,
30.2,4.695,16.439,-0.026,-0.14,-0.017,-0.325,,,,,,,,
30.22,3.414,15.416,-0.041,-0.115,-0.017,-0.325,,,,,,,,
30.24,4.579,15.034,-0.018,-0.095,-0.017,-0.328,,,,,,,,
30.26,5.38,14.767,-0.004,-0.087,-0.017,-0.328,,,,,,,,
30.28,5.652,14.85,0,-0.086,-0.017,-0.332,,,,,,,,
30.3,6.452,16.594,0.001,-0.139,-0.017,-0.335,,,,,,,,
30.32,6.458,16.639,0,-0.142,-0.017,-0.337,,,,,,,,
30.34,5.577,14.659,0,-0.083,-0.017,-0.337,,,,,,,,
30.36,5.492,14.567,0,-0.077,-0.017,-0.34,,,,,,,,
30.38,5.952,15.531,0,-0.109,-0.017,-0.342,,,,,,,,
30.4,6.217,16.178,0,-0.127,-0.017,-0.346,,,,,,,,
30.42,5.903,15.381,0,-0.105,-0.017,-0.346,,,,,,,,
30.44,5.704,15.037,0,-0.091,-0.017,-0.349,,,,,,,,
30.46,4.208,15.463,-0.026,-0.113,-0.019,-0.351,,,,,,,,
30.48,3.495,15.878,-0.041,-0.127,-0.019,-0.354,,,,,,,,
30.5,5.012,16.166,-0.018,-0.131,-0.019,-0.356,,,,,,,,
30.52,5.546,15.446,-0.004,-0.105,-0.019,-0.358,,,,,,,,
30.54,5.229,14.076,0,-0.064,-0.019,-0.358,,,,,,,,
30.56,5.372,14.427,0.001,-0.072,-0.019,-0.361,,,,,,,,
30.58,5.873,15.549,0,-0.109,-0.019,-0.363,,,,,,,,
30.6,5.739,15.29,0,-0.101,-0.019,-0.365,,,,,,,,
30.62,5.595,14.984,0,-0.092,-0.019,-0.367,,,,,,,,
30.64,5.924,15.785,0,-0.114,-0.019,-0.37,,,,,,,,
30.66,6.118,16.194,0,-0.127,-0.019,-0.372,,,,,,,,
30.68,5.792,15.491,0,-0.105,-0.019,-0.374,,,,,,,,
30.7,5.589,15.05,0,-0.091,-0.019,-0.375,,,,,,,,
30.72,5.526,14.911,0,-0.087,-0.019,-0.377,,,,,,,,
30.74,5.52,14.897,0,-0.086,-0.019,-0.379,,,,,,,,
30.76,5.525,14.907,0,-0.087,-0.019,-0.381,,,,,,,,
30.78,5.528,14.914,0,-0.087,-0.019,-0.382,,,,,,,,
30.8,5.528,14.915,0,-0.087,-0.019,-0.384,,,,,,,,
30.82,5.528,14.915,0,-0.087,-0.019,-0.386,,,,,,,,
30.84,5.526,14.915,0,-0.087,-0.019,-0.388,,,,,,,,
30.86,5.525,14.916,0,-0.087,-0.019,-0.389,,,,,,,,
30.88,5.524,14.918,0,-0.087,-0.019,-0.391,,,,,,,,
30.9,5.523,14.922,0,-0.087,-0.019,-0.393,,,,,,,,
30.92,5.522,14.926,0,-0.087,-0.019,-0.395,,,,,,,,
30.94,5.133,13.997,0,-0.061,-0.019,-0.395,,,,,,,,
30.96,4.926,13.56,0,-0.047,-0.019,-0.396,,,,,,,,
30.98,5.252,14.268,0,-0.069,-0.019,-0.398,,,,,,,,
31,5.456,14.715,0,-0.083,-0.019,-0.4,,,,,,,,
31.02,5.518,14.859,0,-0.088,-0.019,-0.401,,,,,,,,
31.04,5.134,13.945,0,-0.062,-0.019,-0.401,,,,,,,,
31.06,4.921,13.498,0,-0.047,-0.019,-0.403,,,,,,,,
31.08,5.242,14.2,0,-0.069,-0.019,-0.405,,,,,,,,
31.1,5.445,14.648,0,-0.083,-0.019,-0.407,,,,,,,,
31.12,5.12,13.862,0,-0.061,-0.019,-0.407,,,,,,,,
31.14,4.918,13.443,0,-0.047,-0.019,-0.408,,,,,,,,
31.16,4.85,13.209,0,-0.043,-0.019,-0.408,,,,,,,,
31.18,4.843,13.212,0,-0.043,-0.019,-0.41,,,,,,,,
31.2,5.232,14.06,0,-0.07,-0.019,-0.412,,,,,,,,
31.22,5.053,13.591,0,-0.058,-0.019,-0.412,,,,,,,,
31.24,4.903,13.287,0,-0.048,-0.019,-0.414,,,,,,,,
31.26,5.229,14.005,0,-0.07,-0.019,-0.415,,,,,,,,
31.28,5.038,13.511,0,-0.057,-0.019,-0.415,,,,,,,,
31.3,4.503,12.279,0,-0.021,-0.019,-0.415,,,,,,,,
31.32,4.626,12.563,0,-0.029,-0.019,-0.417,,,,,,,,
31.34,5.151,13.708,0,-0.066,-0.019,-0.419,,,,,,,,
31.36,5.414,14.294,0,-0.084,-0.019,-0.421,,,,,,,,
31.38,5.093,13.524,0,-0.062,-0.019,-0.421,,,,,,,,
31.4,4.884,13.099,0,-0.048,-0.019,-0.422,,,,,,,,
31.42,5.199,13.797,0,-0.07,-0.019,-0.424,,,,,,,,
31.44,5.01,13.313,0,-0.057,-0.019,-0.424,,,,,,,,
31.46,4.865,13.026,0,-0.047,-0.019,-0.426,,,,,,,,
31.48,5.196,13.76,0,-0.07,-0.019,-0.428,,,,,,,,
31.5,5.393,14.21,0,-0.084,-0.019,-0.429,,,,,,,,
31.52,5.064,13.428,0,-0.061,-0.019,-0.429,,,,,,,,
31.54,5.248,13.953,0,-0.074,-0.019,-0.433,,,,,,,,
31.56,5.385,14.173,0,-0.084,-0.019,-0.433,,,,,,,,
31.58,5.052,13.488,0,-0.061,-0.019,-0.435,,,,,,,,
31.6,5.235,13.91,0,-0.074,-0.019,-0.436,,,,,,,,
31.62,4.993,13.318,0,-0.057,-0.019,-0.436,,,,,,,,
31.64,5.225,13.951,0,-0.073,-0.019,-0.44,,,,,,,,
31.66,5.376,14.205,0,-0.084,-0.019,-0.44,,,,,,,,
31.68,5.044,13.524,0,-0.061,-0.019,-0.442,,,,,,,,
31.7,5.225,13.946,0,-0.074,-0.019,-0.443,,,,,,,,
31.72,4.981,13.356,0,-0.057,-0.019,-0.443,,,,,,,,
31.74,4.826,13.058,0,-0.047,-0.019,-0.445,,,,,,,,
31.76,5.159,13.807,0,-0.07,-0.019,-0.447,,,,,,,,
31.78,5.359,14.273,0,-0.084,-0.019,-0.449,,,,,,,,
31.8,5.419,14.438,0,-0.088,-0.019,-0.45,,,,,,,,
31.82,5.421,14.482,0,-0.088,-0.019,-0.452,,,,,,,,
31.84,5.025,13.571,0,-0.061,-0.019,-0.452,,,,,,,,
31.86,4.814,13.157,0,-0.047,-0.019,-0.454,,,,,,,,
31.88,5.138,13.893,0,-0.069,-0.019,-0.456,,,,,,,,
31.9,4.954,13.437,0,-0.057,-0.019,-0.456,,,,,,,,
31.92,4.811,13.171,0,-0.047,-0.019,-0.457,,,,,,,,
31.94,5.141,13.922,0,-0.07,-0.019,-0.459,,,,,,,,
31.96,4.951,13.454,0,-0.057,-0.019,-0.459,,,,,,,,
31.98,4.803,13.181,0,-0.047,-0.019,-0.461,,,,,,,,
32,5.132,13.931,0,-0.07,-0.019,-0.463,,,,,,,,
32.02,5.329,14.399,0,-0.084,-0.019,-0.464,,,,,,,,
32.04,5,13.636,0,-0.061,-0.019,-0.464,,,,,,,,
32.06,4.796,13.245,0,-0.047,-0.019,-0.466,,,,,,,,
32.08,4.727,13.042,0,-0.043,-0.019,-0.466,,,,,,,,
32.1,4.721,13.076,0,-0.043,-0.019,-0.468,,,,,,,,
32.12,4.721,13.022,0,-0.043,-0.019,-0.468,,,,,,,,
32.14,5.111,14.01,0,-0.07,-0.019,-0.471,,,,,,,,
32.16,5.313,14.389,0,-0.084,-0.019,-0.471,,,,,,,,
32.18,4.597,12.801,0,-0.035,-0.019,-0.471,,,,,,,,
32.2,4.567,12.787,0,-0.033,-0.019,-0.473,,,,,,,,
32.22,6.847,14.078,0.026,-0.066,-0.017,-0.475,,,,,,,,
32.24,8.02,14.785,0.041,-0.083,-0.017,-0.477,,,,,,,,
32.26,6.247,13.882,0.018,-0.062,-0.017,-0.477,,,,,,,,
32.28,4.74,12.453,0.004,-0.021,-0.017,-0.477,,,,,,,,
32.3,2.754,12.472,-0.027,-0.029,-0.019,-0.478,,,,,,,,
32.32,1.953,12.608,-0.041,-0.039,-0.019,-0.478,,,,,,,,
32.34,3.497,12.965,-0.018,-0.043,-0.019,-0.48,,,,,,,,
32.36,4.436,13.04,-0.004,-0.044,-0.019,-0.48,,,,,,,,
32.38,4.334,12.188,0,-0.018,-0.019,-0.48,,,,,,,,
32.4,4.529,12.615,0.001,-0.03,-0.019,-0.482,,,,,,,,
32.42,4.642,12.87,0,-0.04,-0.019,-0.482,,,,,,,,
32.44,4.676,13.039,0,-0.044,-0.019,-0.484,,,,,,,,
32.46,4.673,12.997,0,-0.044,-0.019,-0.484,,,,,,,,
32.48,4.28,12.109,0,-0.018,-0.019,-0.484,,,,,,,,
32.5,4.065,11.602,0,-0.003,-0.019,-0.484,,,,,,,,
32.52,4.389,12.354,0,-0.026,-0.019,-0.485,,,,,,,,
32.54,4.588,12.735,0,-0.04,-0.019,-0.485,,,,,,,,
32.56,4.263,11.993,0,-0.018,-0.019,-0.485,,,,,,,,
32.58,4.443,12.438,0,-0.03,-0.019,-0.487,,,,,,,,
32.6,4.581,12.688,0,-0.04,-0.019,-0.487,,,,,,,,
32.62,6.056,12.156,0.026,-0.017,-0.017,-0.487,,,,,,,,
32.64,6.768,11.78,0.041,-0.004,-0.017,-0.487,,,,,,,,
32.66,5.635,12.358,0.018,-0.026,-0.017,-0.489,,,,,,,,
32.68,4.918,12.629,0.004,-0.04,-0.017,-0.489,,,,,,,,
32.7,4.696,12.787,0,-0.044,-0.017,-0.49,,,,,,,,
32.72,4.673,12.74,-0.001,-0.044,-0.017,-0.49,,,,,,,,
32.74,4.307,11.853,0,-0.018,-0.017,-0.49,,,,,,,,
32.76,4.885,13.218,0,-0.056,-0.017,-0.494,,,,,,,,
32.78,5.24,13.926,0,-0.08,-0.017,-0.494,,,,,,,,
32.8,4.968,13.404,0,-0.062,-0.017,-0.496,,,,,,,,
32.82,5.152,13.864,0,-0.074,-0.017,-0.497,,,,,,,,
32.84,4.902,13.289,0,-0.058,-0.017,-0.497,,,,,,,,
32.86,2.93,12.776,-0.026,-0.047,-0.019,-0.499,,,,,,,,
32.88,1.957,12.51,-0.041,-0.043,-0.019,-0.499,,,,,,,,
32.9,3.406,12.734,-0.018,-0.043,-0.019,-0.501,,,,,,,,
32.92,4.319,12.802,-0.004,-0.043,-0.019,-0.501,,,,,,,,
32.94,4.604,12.905,0,-0.044,-0.019,-0.503,,,,,,,,
32.96,5.008,13.795,0.001,-0.07,-0.019,-0.504,,,,,,,,
32.98,4.796,13.365,0,-0.058,-0.019,-0.504,,,,,,,,
33,4.626,13.106,0,-0.048,-0.019,-0.506,,,,,,,,
33.02,4.946,13.874,0,-0.07,-0.019,-0.508,,,,,,,,
33.04,6.567,13.667,0.026,-0.057,-0.017,-0.508,,,,,,,,
33.06,7.337,13.528,0.041,-0.047,-0.017,-0.51,,,,,,,,
33.08,5.823,13.201,0.018,-0.044,-0.017,-0.51,,,,,,,,
33.1,4.902,13.147,0.004,-0.043,-0.017,-0.511,,,,,,,,
33.12,5.003,14.012,0,-0.07,-0.017,-0.513,,,,,,,,
33.14,4.802,13.593,-0.001,-0.058,-0.017,-0.513,,,,,,,,
33.16,4.68,13.348,0,-0.047,-0.017,-0.515,,,,,,,,
33.18,5.026,14.124,0,-0.07,-0.017,-0.517,,,,,,,,
33.2,4.84,13.687,0,-0.057,-0.017,-0.517,,,,,,,,
33.22,4.693,13.445,0,-0.047,-0.017,-0.518,,,,,,,,
33.24,4.635,13.293,0,-0.044,-0.017,-0.518,,,,,,,,
33.26,4.238,12.416,0,-0.017,-0.017,-0.518,,,,,,,,
33.28,2.604,12.64,-0.026,-0.029,-0.019,-0.52,,,,,,,,
33.3,1.834,12.821,-0.041,-0.04,-0.019,-0.52,,,,,,,,
33.32,2.956,12.252,-0.018,-0.017,-0.019,-0.52,,,,,,,,
33.34,4.054,12.831,-0.004,-0.03,-0.019,-0.522,,,,,,,,
33.36,4.477,13.14,0,-0.04,-0.019,-0.522,,,,,,,,
33.38,4.162,12.395,0.001,-0.017,-0.019,-0.522,,,,,,,,
33.4,4.316,12.861,0,-0.03,-0.019,-0.524,,,,,,,,
33.42,4.437,13.135,0,-0.04,-0.019,-0.524,,,,,,,,
33.44,4.094,12.388,0,-0.017,-0.019,-0.524,,,,,,,,
33.46,5.702,12.162,0.026,-0.004,-0.017,-0.524,,,,,,,,
33.48,6.554,12.104,0.041,0.001,-0.017,-0.524,,,,,,,,
33.5,5.089,11.889,0.018,0.001,-0.017,-0.524,,,,,,,,
33.52,4.177,11.759,0.004,0,-0.017,-0.524,,,,,,,,
33.54,3.891,11.697,0,0,-0.017,-0.524,,,,,,,,
33.56,3.865,11.66,-0.001,0,-0.017,-0.524,,,,,,,,
33.58,4.275,12.561,0,-0.026,-0.017,-0.525,,,,,,,,
33.6,4.494,12.968,0,-0.041,-0.017,-0.525,,,,,,,,
33.62,4.167,12.232,0,-0.018,-0.017,-0.525,,,,,,,,
33.64,3.956,11.756,0,-0.004,-0.017,-0.525,,,,,,,,
33.66,3.886,11.583,0,0,-0.017,-0.525,,,,,,,,
33.68,3.875,11.537,0,0.001,-0.017,-0.525,,,,,,,,
33.7,3.876,11.514,0,0,-0.017,-0.525,,,,,,,,
33.72,4.262,12.422,0,-0.026,-0.017,-0.527,,,,,,,,
33.74,2.65,12.594,-0.026,-0.041,-0.019,-0.527,,,,,,,,
33.76,1.4,11.75,-0.041,-0.018,-0.019,-0.527,,,,,,,,
33.78,2.643,11.445,-0.018,-0.004,-0.019,-0.527,,,,,,,,
33.8,3.487,11.38,-0.004,0,-0.019,-0.527,,,,,,,,
33.82,4.147,12.302,0,-0.026,-0.019,-0.529,,,,,,,,
33.84,4.375,12.725,0.001,-0.04,-0.019,-0.529,,,,,,,,
33.86,4.017,11.995,0,-0.018,-0.019,-0.529,,,,,,,,
33.88,4.175,12.456,0,-0.03,-0.019,-0.531,,,,,,,,
33.9,6.119,12.963,0.026,-0.04,-0.017,-0.531,,,,,,,,
33.92,7.085,13.26,0.041,-0.044,-0.017,-0.532,,,,,,,,
33.94,5.631,13.072,0.018,-0.044,-0.017,-0.532,,,,,,,,
33.96,4.326,12.104,0.004,-0.018,-0.017,-0.532,,,,,,,,
33.98,4.215,12.525,0,-0.03,-0.017,-0.534,,,,,,,,
34,4.336,12.811,-0.001,-0.04,-0.017,-0.534,,,,,,,,
34.02,4.419,13.014,0,-0.044,-0.017,-0.536,,,,,,,,
34.04,4.44,13.004,0,-0.044,-0.017,-0.536,,,,,,,,
34.06,4.441,13.08,0,-0.044,-0.017,-0.538,,,,,,,,
34.08,4.433,13.045,0,-0.044,-0.017,-0.538,,,,,,,,
34.1,4.43,13.126,0,-0.044,-0.017,-0.539,,,,,,,,
34.12,4.423,13.097,0,-0.044,-0.017,-0.539,,,,,,,,
34.14,4.035,12.248,0,-0.017,-0.017,-0.539,,,,,,,,
34.16,4.21,12.712,0,-0.029,-0.017,-0.541,,,,,,,,
34.18,4.742,13.94,0,-0.066,-0.017,-0.543,,,,,,,,
34.2,4.614,13.653,0,-0.058,-0.017,-0.543,,,,,,,,
34.22,4.084,12.502,0,-0.022,-0.017,-0.543,,,,,,,,
34.24,4.201,12.842,0,-0.03,-0.017,-0.545,,,,,,,,
34.26,2.521,12.877,-0.026,-0.039,-0.019,-0.545,,,,,,,,
34.28,1.272,12.045,-0.041,-0.017,-0.019,-0.545,,,,,,,,
34.3,2.913,12.707,-0.018,-0.03,-0.019,-0.546,,,,,,,,
34.32,3.968,13.106,-0.004,-0.04,-0.019,-0.546,,,,,,,,
34.34,3.915,12.405,0,-0.017,-0.019,-0.546,,,,,,,,
34.36,5.545,12.194,0.027,-0.004,-0.017,-0.546,,,,,,,,
34.38,6.755,13.079,0.041,-0.026,-0.017,-0.548,,,,,,,,
34.4,5.477,13.316,0.018,-0.04,-0.017,-0.548,,,,,,,,
34.42,4.231,12.498,0.004,-0.018,-0.017,-0.548,,,,,,,,
34.44,3.74,12.01,0,-0.004,-0.017,-0.548,,,,,,,,
34.46,3.65,11.85,-0.001,0,-0.017,-0.548,,,,,,,,
34.48,3.669,11.819,0,0.001,-0.017,-0.548,,,,,,,,
34.5,4.075,12.745,0,-0.026,-0.017,-0.55,,,,,,,,
34.52,4.285,13.174,0,-0.041,-0.017,-0.55,,,,,,,,
34.54,3.954,12.453,0,-0.018,-0.017,-0.55,,,,,,,,
34.56,3.743,11.99,0,-0.004,-0.017,-0.55,,,,,,,,
34.58,3.673,11.831,0,0,-0.017,-0.55,,,,,,,,
34.6,3.661,11.797,0,0.001,-0.017,-0.55,,,,,,,,
34.62,4.05,12.723,0,-0.026,-0.017,-0.552,,,,,,,,
34.64,4.254,13.151,0,-0.041,-0.017,-0.552,,,,,,,,
34.66,3.922,12.432,0,-0.018,-0.017,-0.552,,,,,,,,
34.68,3.711,11.97,0,-0.004,-0.017,-0.552,,,,,,,,
34.7,3.641,11.812,0,0,-0.017,-0.552,,,,,,,,
34.72,3.63,11.779,0,0.001,-0.017,-0.552,,,,,,,,
34.74,3.631,11.771,0,0,-0.017,-0.552,,,,,,,,
34.76,3.629,11.758,0,0,-0.017,-0.552,,,,,,,,
34.78,4.012,12.674,0,-0.026,-0.017,-0.553,,,,,,,,
34.8,4.212,13.095,0,-0.041,-0.017,-0.553,,,,,,,,
34.82,3.879,12.373,0,-0.018,-0.017,-0.553,,,,,,,,
34.84,3.668,11.912,0,-0.004,-0.017,-0.553,,,,,,,,
34.86,3.598,11.754,0,0,-0.017,-0.553,,,,,,,,
34.88,3.975,12.657,0,-0.026,-0.017,-0.555,,,,,,,,
34.9,4.181,13.093,0,-0.04,-0.017,-0.555,,,,,,,,
34.92,3.853,12.381,0,-0.018,-0.017,-0.555,,,,,,,,
34.94,3.643,11.924,0,-0.004,-0.017,-0.555,,,,,,,,
34.96,3.573,11.768,0,0,-0.017,-0.555,,,,,,,,
34.98,3.562,11.737,0,0.001,-0.017,-0.555,,,,,,,,
35,3.563,11.731,0,0,-0.017,-0.555,,,,,,,,
35.02,3.561,11.72,0,0,-0.017,-0.555,,,,,,,,
35.04,3.944,12.637,0,-0.026,-0.017,-0.557,,,,,,,,
35.06,4.144,13.06,0,-0.041,-0.017,-0.557,,,,,,,,
35.08,3.811,12.34,0,-0.018,-0.017,-0.557,,,,,,,,
35.1,3.6,11.881,0,-0.004,-0.017,-0.557,,,,,,,,
35.12,3.53,11.726,0,0,-0.017,-0.557,,,,,,,,
35.14,3.519,11.696,0,0.001,-0.017,-0.557,,,,,,,,
35.16,3.52,11.691,0,0,-0.017,-0.557,,,,,,,,
35.18,3.518,11.681,0,0,-0.017,-0.557,,,,,,,,
35.2,3.513,11.665,0,0,-0.017,-0.557,,,,,,,,
35.22,3.507,11.647,0,0,-0.017,-0.557,,,,,,,,
35.24,3.889,12.562,0,-0.026,-0.017,-0.559,,,,,,,,
35.26,4.089,12.985,0,-0.041,-0.017,-0.559,,,,,,,,
35.28,3.756,12.266,0,-0.018,-0.017,-0.559,,,,,,,,
35.3,3.544,11.808,0,-0.004,-0.017,-0.559,,,,,,,,
35.32,3.475,11.654,0,0,-0.017,-0.559,,,,,,,,
35.34,3.464,11.625,0,0.001,-0.017,-0.559,,,,,,,,
35.36,3.464,11.621,0,0,-0.017,-0.559,,,,,,,,
35.38,3.463,11.612,0,0,-0.017,-0.559,,,,,,,,
35.4,3.458,11.597,0,0,-0.017,-0.559,,,,,,,,
35.42,3.84,12.514,0,-0.026,-0.017,-0.56,,,,,,,,
35.44,4.039,12.938,0,-0.041,-0.017,-0.56,,,,,,,,
35.46,3.706,12.22,0,-0.018,-0.017,-0.56,,,,,,,,
35.48,3.495,11.763,0,-0.004,-0.017,-0.56,,,,,,,,
35.5,3.426,11.609,0,0,-0.017,-0.56,,,,,,,,
35.52,3.415,11.582,0,0.001,-0.017,-0.56,,,,,,,,
35.54,3.415,11.579,0,0,-0.017,-0.56,,,,,,,,
35.56,3.801,12.505,0,-0.026,-0.017,-0.562,,,,,,,,
35.58,4.002,12.933,0,-0.041,-0.017,-0.562,,,,,,,,
35.6,3.669,12.217,0,-0.018,-0.017,-0.562,,,,,,,,
35.62,3.458,11.76,0,-0.004,-0.017,-0.562,,,,,,,,
35.64,3.388,11.608,0,0,-0.017,-0.562,,,,,,,,
35.66,3.377,11.581,0,0.001,-0.017,-0.562,,,,,,,,
35.68,3.378,11.579,0,0,-0.017,-0.562,,,,,,,,
35.7,3.764,12.506,0,-0.026,-0.017,-0.564,,,,,,,,
35.72,3.965,12.935,0,-0.041,-0.017,-0.564,,,,,,,,
35.74,3.632,12.219,0,-0.018,-0.017,-0.564,,,,,,,,
35.76,3.421,11.764,0,-0.004,-0.017,-0.564,,,,,,,,
35.78,3.351,11.612,0,0,-0.017,-0.564,,,,,,,,
35.8,3.34,11.587,0,0.001,-0.017,-0.564,,,,,,,,
35.82,3.34,11.585,0,0,-0.017,-0.564,,,,,,,,
35.84,3.338,11.579,0,0,-0.017,-0.564,,,,,,,,
35.86,3.334,11.567,0,0,-0.017,-0.564,,,,,,,,
35.88,3.328,11.552,0,0,-0.017,-0.564,,,,,,,,
35.9,3.322,11.537,0,0,-0.017,-0.564,,,,,,,,
35.92,3.703,12.456,0,-0.026,-0.017,-0.566,,,,,,,,
35.94,3.903,12.883,0,-0.041,-0.017,-0.566,,,,,,,,
35.96,3.57,12.168,0,-0.018,-0.017,-0.566,,,,,,,,
35.98,3.359,11.714,0,-0.004,-0.017,-0.566,,,,,,,,
36,3.289,11.563,0,0,-0.017,-0.566,,,,,,,,
36.02,3.666,12.473,0,-0.026,-0.017,-0.567,,,,,,,,
36.04,3.872,12.915,0,-0.04,-0.017,-0.567,,,,,,,,
36.06,3.544,12.21,0,-0.018,-0.017,-0.567,,,,,,,,
36.08,3.334,11.76,0,-0.004,-0.017,-0.567,,,,,,,,
