Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,
16.24,4.363,19.502,0,0,-0.007,0.002,,,,,,,
16.26,4.352,19.498,0,0,-0.007,0.002,,,,,,,
16.28,5.693,19.393,0.026,0,-0.005,0.002,,,,,,,
16.3,6.363,19.343,0.041,0,-0.005,0.002,,,,,,,
16.32,5.292,19.42,0.018,0,-0.005,0.002,,,,,,,
16.34,4.619,19.469,0.004,0,-0.005,0.002,,,,,,,
16.36,4.407,19.484,0,0,-0.005,0.002,,,,,,,
16.38,4.388,19.484,-0.001,0,-0.005,0.002,,,,,,,
16.4,4.406,19.482,0,0,-0.005,0.002,,,,,,,
16.42,4.417,19.481,0,0,-0.005,0.002,,,,,,,
16.44,4.418,19.48,0,0,-0.005,0.002,,,,,,,
16.46,4.415,19.48,0,0,-0.005,0.002,,,,,,,
16.48,4.412,19.48,0,0,-0.005,0.002,,,,,,,
16.5,4.663,20.028,0,-0.026,-0.005,0,,,,,,,
16.52,4.787,20.275,0,-0.041,-0.005,0,,,,,,,
16.54,4.582,19.884,0,-0.018,-0.005,0,,,,,,,
16.56,4.452,19.639,0,-0.004,-0.005,0,,,,,,,
16.58,4.41,19.563,0,0,-0.005,0,,,,,,,
16.6,4.404,19.558,0,0.001,-0.005,0,,,,,,,
16.62,4.405,19.566,0,0,-0.005,0,,,,,,,
16.64,4.405,19.572,0,0,-0.005,0,,,,,,,
16.66,4.402,19.574,0,0,-0.005,0,,,,,,,
16.68,4.4,19.575,0,0,-0.005,0,,,,,,,
16.7,4.397,19.576,0,0,-0.005,0,,,,,,,
16.72,4.139,19.028,0,0.026,-0.005,0.002,,,,,,,
16.74,4.009,18.78,0,0.041,-0.005,0.002,,,,,,,
16.76,4.208,19.172,0,0.018,-0.005,0.002,,,,,,,
16.78,4.332,19.417,0,0.004,-0.005,0.002,,,,,,,
16.8,4.368,19.493,0,0,-0.005,0.002,,,,,,,
16.82,4.368,19.499,0,-0.001,-0.005,0.002,,,,,,,
16.84,4.361,19.491,0,0,-0.005,0.002,,,,,,,
16.86,4.355,19.485,0,0,-0.005,0.002,,,,,,,
16.88,4.351,19.483,0,0,-0.005,0.002,,,,,,,
16.9,4.348,19.483,0,0,-0.005,0.002,,,,,,,
16.92,4.345,19.482,0,0,-0.005,0.002,,,,,,,
16.94,4.342,19.482,0,0,-0.005,0.002,,,,,,,
16.96,4.339,19.482,0,0,-0.005,0.002,,,,,,,
16.98,4.336,19.481,0,0,-0.005,0.002,,,,,,,
17,4.333,19.481,0,0,-0.005,0.002,,,,,,,
17.02,4.584,20.029,0,-0.026,-0.005,0,,,,,,,
17.04,4.708,20.277,0,-0.041,-0.005,0,,,,,,,
17.06,4.503,19.885,0,-0.018,-0.005,0,,,,,,,
17.08,4.373,19.64,0,-0.004,-0.005,0,,,,,,,
17.1,4.331,19.565,0,0,-0.005,0,,,,,,,
17.12,4.325,19.559,0,0.001,-0.005,0,,,,,,,
17.14,4.326,19.568,0,0,-0.005,0,,,,,,,
17.16,4.326,19.573,0,0,-0.005,0,,,,,,,
17.18,4.324,19.576,0,0,-0.005,0,,,,,,,
17.2,4.321,19.576,0,0,-0.005,0,,,,,,,
17.22,4.318,19.577,0,0,-0.005,0,,,,,,,
17.24,4.315,19.578,0,0,-0.005,0,,,,,,,
17.26,4.312,19.578,0,0,-0.005,0,,,,,,,
17.28,4.309,19.579,0,0,-0.005,0,,,,,,,
17.3,4.052,19.031,0,0.026,-0.005,0.002,,,,,,,
17.32,3.922,18.784,0,0.041,-0.005,0.002,,,,,,,
17.34,2.775,19.279,-0.026,0.018,-0.007,0.002,,,,,,,
17.36,2.225,19.574,-0.041,0.004,-0.007,0.002,,,,,,,
17.38,3.328,19.572,-0.018,0,-0.007,0.002,,,,,,,
17.4,3.998,19.529,-0.004,-0.001,-0.007,0.002,,,,,,,
17.42,4.198,19.506,0,0,-0.007,0.002,,,,,,,
17.44,5.553,19.396,0.027,0,-0.005,0.002,,,,,,,
17.46,6.201,19.346,0.041,0,-0.005,0.002,,,,,,,
17.48,5.116,19.424,0.018,0,-0.005,0.002,,,,,,,
17.5,4.438,19.473,0.004,0,-0.005,0.002,,,,,,,
17.52,4.227,19.488,0,0,-0.005,0.002,,,,,,,
17.54,4.208,19.489,-0.001,0,-0.005,0.002,,,,,,,
17.56,4.48,20.036,0,-0.026,-0.005,0,,,,,,,
17.58,4.619,20.282,0,-0.041,-0.005,0,,,,,,,
17.6,4.418,19.891,0,-0.018,-0.005,0,,,,,,,
17.62,4.288,19.645,0,-0.004,-0.005,0,,,,,,,
17.64,4.246,19.57,0,0,-0.005,0,,,,,,,
17.66,4.239,19.564,0,0.001,-0.005,0,,,,,,,
17.68,4.24,19.573,0,0,-0.005,0,,,,,,,
17.7,4.24,19.578,0,0,-0.005,0,,,,,,,
17.72,4.238,19.581,0,0,-0.005,0,,,,,,,
17.74,4.235,19.582,0,0,-0.005,0,,,,,,,
17.76,2.887,19.686,-0.026,0,-0.007,0,,,,,,,
17.78,2.21,19.736,-0.041,0,-0.007,0,,,,,,,
17.8,3.274,19.659,-0.018,0,-0.007,0,,,,,,,
17.82,3.941,19.611,-0.004,0,-0.007,0,,,,,,,
17.84,4.145,19.597,0,0,-0.007,0,,,,,,,
17.86,4.157,19.597,0.001,0,-0.007,0,,,,,,,
17.88,4.132,19.599,0,0,-0.007,0,,,,,,,
17.9,4.115,19.601,0,0,-0.007,0,,,,,,,
17.92,4.107,19.602,0,0,-0.007,0,,,,,,,
17.94,4.102,19.603,0,0,-0.007,0,,,,,,,
17.96,4.099,19.604,0,0,-0.007,0,,,,,,,
17.98,4.095,19.605,0,0,-0.007,0,,,,,,,
18,4.092,19.606,0,0,-0.007,0,,,,,,,
18.02,4.088,19.606,0,0,-0.007,0,,,,,,,
18.04,5.43,19.503,0.026,0,-0.005,0,,,,,,,
18.06,6.1,19.455,0.041,0,-0.005,0,,,,,,,
18.08,5.029,19.533,0.018,0,-0.005,0,,,,,,,
18.1,4.355,19.583,0.004,0,-0.005,0,,,,,,,
18.12,4.144,19.599,0,0,-0.005,0,,,,,,,
18.14,4.125,19.6,-0.001,0,-0.005,0,,,,,,,
18.16,4.143,19.6,0,0,-0.005,0,,,,,,,
18.18,4.154,19.599,0,0,-0.005,0,,,,,,,
18.2,2.81,19.704,-0.026,0,-0.007,0,,,,,,,
18.22,2.388,20.302,-0.041,-0.026,-0.007,-0.002,,,,,,,
18.24,3.579,20.473,-0.018,-0.041,-0.007,-0.002,,,,,,,
18.26,4.044,20.035,-0.004,-0.018,-0.007,-0.002,,,,,,,
18.28,4.121,19.776,0,-0.004,-0.007,-0.002,,,,,,,
18.3,4.094,19.7,0.001,0,-0.007,-0.002,,,,,,,
18.32,4.067,19.698,0,0.001,-0.007,-0.002,,,,,,,
18.34,4.053,19.708,0,0,-0.007,-0.002,,,,,,,
18.36,4.048,19.716,0,0,-0.007,-0.002,,,,,,,
18.38,4.045,19.719,0,0,-0.007,-0.002,,,,,,,
18.4,4.042,19.721,0,0,-0.007,-0.002,,,,,,,
18.42,4.038,19.723,0,0,-0.007,-0.002,,,,,,,
18.44,3.78,19.176,0,0.026,-0.007,0,,,,,,,
18.46,3.649,18.93,0,0.041,-0.007,0,,,,,,,
18.48,5.193,19.219,0.026,0.018,-0.005,0,,,,,,,
18.5,5.99,19.416,0.041,0.004,-0.005,0,,,,,,,
18.52,4.959,19.571,0.018,0,-0.005,0,,,,,,,
18.54,4.288,19.626,0.004,-0.001,-0.005,0,,,,,,,
18.56,4.073,19.635,0,0,-0.005,0,,,,,,,
18.58,4.052,19.631,-0.001,0,-0.005,0,,,,,,,
18.6,4.069,19.629,0,0,-0.005,0,,,,,,,
18.62,4.08,19.628,0,0,-0.005,0,,,,,,,
18.64,4.081,19.629,0,0,-0.005,0,,,,,,,
18.66,4.079,19.63,0,0,-0.005,0,,,,,,,
18.68,4.075,19.63,0,0,-0.005,0,,,,,,,
18.7,4.072,19.631,0,0,-0.005,0,,,,,,,
18.72,2.724,19.736,-0.026,0,-0.007,0,,,,,,,
18.74,2.047,19.786,-0.041,0,-0.007,0,,,,,,,
18.76,3.111,19.709,-0.018,0,-0.007,0,,,,,,,
18.78,3.778,19.661,-0.004,0,-0.007,0,,,,,,,
18.8,3.982,19.647,0,0,-0.007,0,,,,,,,
18.82,3.994,19.646,0.001,0,-0.007,0,,,,,,,
18.84,3.969,19.649,0,0,-0.007,0,,,,,,,
18.86,3.952,19.651,0,0,-0.007,0,,,,,,,
18.88,3.944,19.652,0,0,-0.007,0,,,,,,,
18.9,3.94,19.653,0,0,-0.007,0,,,,,,,
18.92,4.191,20.202,0,-0.026,-0.007,-0.002,,,,,,,
18.94,4.315,20.451,0,-0.041,-0.007,-0.002,,,,,,,
18.96,4.109,20.061,0,-0.018,-0.007,-0.002,,,,,,,
18.98,3.978,19.817,0,-0.004,-0.007,-0.002,,,,,,,
19,3.681,19.194,0,0.027,-0.007,0,,,,,,,
19.02,4.892,18.838,0.026,0.041,-0.005,0,,,,,,,
19.04,5.769,19.19,0.041,0.018,-0.005,0,,,,,,,
19.06,4.827,19.519,0.018,0.004,-0.005,0,,,,,,,
19.08,4.194,19.646,0.004,0,-0.005,0,,,,,,,
19.1,3.986,19.668,0,-0.001,-0.005,0,,,,,,,
19.12,3.963,19.662,-0.001,0,-0.005,0,,,,,,,
19.14,2.633,19.76,-0.027,0,-0.007,0,,,,,,,
19.16,1.969,19.807,-0.041,0,-0.007,0,,,,,,,
19.18,3.037,19.73,-0.018,0,-0.007,0,,,,,,,
19.2,3.704,19.682,-0.004,0,-0.007,0,,,,,,,
19.22,3.908,19.668,0,0,-0.007,0,,,,,,,
19.24,3.666,19.119,0.001,0.026,-0.007,0.002,,,,,,,
19.26,3.513,18.874,0,0.041,-0.007,0.002,,,,,,,
19.28,3.698,19.266,0,0.018,-0.007,0.002,,,,,,,
19.3,3.816,19.513,0,0.004,-0.007,0.002,,,,,,,
19.32,3.851,19.589,0,0,-0.007,0.002,,,,,,,
19.34,3.851,19.594,0,-0.001,-0.007,0.002,,,,,,,
19.36,3.843,19.586,0,0,-0.007,0.002,,,,,,,
19.38,3.836,19.581,0,0,-0.007,0.002,,,,,,,
19.4,3.831,19.579,0,0,-0.007,0.002,,,,,,,
19.42,5.173,19.475,0.026,0,-0.005,0.002,,,,,,,
19.44,5.843,19.426,0.041,0,-0.005,0.002,,,,,,,
19.46,4.772,19.503,0.018,0,-0.005,0.002,,,,,,,
19.48,4.098,19.552,0.004,0,-0.005,0.002,,,,,,,
19.5,4.141,20.115,0,-0.026,-0.005,0,,,,,,,
19.52,4.25,20.364,-0.001,-0.041,-0.005,0,,,,,,,
19.54,4.066,19.971,0,-0.018,-0.005,0,,,,,,,
19.56,3.949,19.725,0,-0.004,-0.005,0,,,,,,,
19.58,3.911,19.649,0,0,-0.005,0,,,,,,,
19.6,3.906,19.643,0,0.001,-0.005,0,,,,,,,
19.62,3.906,19.652,0,0,-0.005,0,,,,,,,
19.64,3.906,19.658,0,0,-0.005,0,,,,,,,
19.66,3.904,19.66,0,0,-0.005,0,,,,,,,
19.68,3.901,19.661,0,0,-0.005,0,,,,,,,
19.7,3.898,19.661,0,0,-0.005,0,,,,,,,
19.72,3.895,19.662,0,0,-0.005,0,,,,,,,
19.74,3.892,19.662,0,0,-0.005,0,,,,,,,
19.76,3.889,19.663,0,0,-0.005,0,,,,,,,
19.78,3.886,19.664,0,0,-0.005,0,,,,,,,
19.8,3.883,19.664,0,0,-0.005,0,,,,,,,
19.82,3.881,19.665,0,0,-0.005,0,,,,,,,
19.84,3.878,19.666,0,0,-0.005,0,,,,,,,
19.86,3.875,19.666,0,0,-0.005,0,,,,,,,
19.88,3.872,19.667,0,0,-0.005,0,,,,,,,
19.9,3.615,19.119,0,0.026,-0.005,0.002,,,,,,,
19.92,3.484,18.872,0,0.041,-0.005,0.002,,,,,,,
